party,text,clean_text,posted_date,year,name,chamber
R,"As a member of the AI Task Force, I know AI can be a pathway to the future for sectors like business, education, and public safety. 

I'm fighting to ensure that American businesses and institutions have access to this tool and can use it to grow our economy.","As a member of the AI Task Force, I know AI can be a pathway to the future for sectors like business, education, and public safety. I'm fighting to ensure that American businesses and institutions have access to this tool and can use it to grow our economy.",2024-10-23 21:03:28.000,2024,"Steel, Michelle",House
D,"RT @RepHaleyStevens: In recent years, the development of deepfake technology has made it easier to create convincing fake videos. Today, I…","In recent years, the development of deepfake technology has made it easier to create convincing fake videos. Today, I…",2019-09-19 20:27:36.202,2019,Katie Hill D-CA,House
R,"Recently, the 
@housescience
  passed my bill, the Literacy in Future Technologies (LIFT) Artificial Intelligence Act. This bipartisan bill would authorize the National Science Foundation to award research grants for the development of AI literacy courses. By enhancing children’s understanding of AI from early on, aspects of their everyday lives, work productivity and social circles will be greatly improved.

I am committed to ensuring that our children and educators have the ability and opportunity to successfully navigate today’s rapidly evolving technological environment.","Recently, the @housescience passed my bill, the Literacy in Future Technologies (LIFT) Artificial Intelligence Act. This bipartisan bill would authorize the National Science Foundation to award research grants for the development of AI literacy courses. By enhancing children’s understanding of AI from early on, aspects of their everyday lives, work productivity and social circles will be greatly improved. I am committed to ensuring that our children and educators have the ability and opportunity to successfully navigate today’s rapidly evolving technological environment.",2024-10-28 22:00:01.000,2024,"Kean, Thomas",House
D,"I spoke with 
@ElizLanders
 about the pervasive issue of explicit, AI-generated deepfakes—which are happening with alarming frequency, especially to young people.

I wrote legislation to enact strong criminal and civil penalties to stop this abuse before more lives are destroyed.","I spoke with @ElizLanders about the pervasive issue of explicit, AI-generated deepfakes—which are happening with alarming frequency, especially to young people. I wrote legislation to enact strong criminal and civil penalties to stop this abuse before more lives are destroyed.",2024-05-14 21:32:05.000,2024,"Morelle, Joe",House
D,The United States must harness the promise of AI and protect the nation from its misuse. I started the Congressional Digital Health Caucus to identify and examine these emergent technologies.,The United States must harness the promise of AI and protect the nation from its misuse. I started the Congressional Digital Health Caucus to identify and examine these emergent technologies.,2024-03-08 03:30:47.000,2024,"Kelly, Robin",House
R,"This morning I joined the SC Cybersecurity Conference as the keynote speaker. Quantum computing &amp; emergence of artificial intelligence are at the new frontier of the digital age, where cybersecurity &amp; information technology will determine winners &amp; losers across the world. https://t.co/TmhcukJHB8","This morning I joined the SC Cybersecurity Conference as the keynote speaker. Quantum computing &amp; emergence of artificial intelligence are at the new frontier of the digital age, where cybersecurity &amp; information technology will determine winners &amp; losers across the world.",2022-05-24 15:26:53.097,2022,Nancy Mace R-SC,House
D,"AI is developing at an incredible pace, and our government must do its best to keep up. Sent a letter w/ 
@RepZoeLofgren
 & 
@RepHaleyStevens
 to OMB Director 
@ShalandaYoung46
 urging the Biden Admin to require federal agencies to adopt 
@NIST
’s AI Risk Management Framework.","AI is developing at an incredible pace, and our government must do its best to keep up. Sent a letter w/ @RepZoeLofgren & @RepHaleyStevens to OMB Director @ShalandaYoung46 urging the Biden Admin to require federal agencies to adopt @NIST ’s AI Risk Management Framework.",2023-07-20 17:20:00.000,2023,"Lieu, Ted",House
D,"#BREAKING: Ranking Member 
@RepMaxineWaters
, Chairman 
@PatrickMcHenry
 Announce Creation of Bipartisan Working Group on Artificial Intelligence | http://tinyurl.com/2r9ruf3a","#BREAKING: Ranking Member @RepMaxineWaters , Chairman @PatrickMcHenry Announce Creation of Bipartisan Working Group on Artificial Intelligence |",2024-01-11 21:10:19.000,2024,"Pettersen, Brittany",House
R,Congress confronts security risks as it seeks to expand Hill's AI use,Congress confronts security risks as it seeks to expand Hill's AI use,2024-01-30 21:54:01.000,2024,"Steil, Bryan",House
D,"As AI continues to threaten our democracy, I’m glad that Big Tech companies are taking action to safeguard our elections. 

But, we can’t rely on voluntary commitments alone. We need a new independent agency to ensure the responsible use of AI. https://washingtonpost.com/politics/2024/02/16/ai-generated-election-deepfakes-munich-accord-meta-google-microsoft-tiktok-x/9fe5a30c-ccef-11ee-aa8e-1e5794a4b2d6_story.html…","As AI continues to threaten our democracy, I’m glad that Big Tech companies are taking action to safeguard our elections. But, we can’t rely on voluntary commitments alone. We need a new independent agency to ensure the responsible use of AI.",2024-02-17 21:00:00.000,2024,"Bennet, Michael F.",Senate
D,"As the U.S. gets closer to election day, bad actors will look to hone their attacks, spreading misinformation and disinformation with potentially disruptive generative-AI like election-specific deepfakes via images, videos, and even audio.

https://time.com/6565446/biden-deepfake-audio/…","As the U.S. gets closer to election day, bad actors will look to hone their attacks, spreading misinformation and disinformation with potentially disruptive generative-AI like election-specific deepfakes via images, videos, and even audio.",2024-02-01 22:24:53.000,2024,"Clarke, Yvette ",House
R,"At today's Energy and Commerce Committee hearing, I spoke to witnesses about the uses of AI in our energy and technology sectors.","At today's Energy and Commerce Committee hearing, I spoke to witnesses about the uses of AI in our energy and technology sectors.",2023-12-13 22:58:41.000,2023,"Griffith, Morgan",House
R,"My heart is shattered by the loss of this young Floridian. As we pray for Sewell’s family, we must act to stop this from happening again.

It’s time to pass my ASK Act to protect our kids from AI & give parents the power to decide what their kids are exposed to online.","My heart is shattered by the loss of this young Floridian. As we pray for Sewell’s family, we must act to stop this from happening again. It’s time to pass my ASK Act to protect our kids from AI & give parents the power to decide what their kids are exposed to online.",2024-10-30 21:57:38.000,2024,"Scott, Rick",Senate
R," TUNE IN: 'Addressing Deepfake Harms' hearing today confronts the dark reality of realistic deepfakes, weaponizing non-consensual images of women and child sexual abuse material.","TUNE IN: 'Addressing Deepfake Harms' hearing today confronts the dark reality of realistic deepfakes, weaponizing non-consensual images of women and child sexual abuse material.",2024-03-12 14:23:39.000,2024,"Mace, Nancy",House
D,"As a former federal law enforcement officer, I know that child exploitation and abuse is an epidemic in the United States.

That's why I’m backing a bipartisan effort to bring together a coalition of experts to prevent AI from being used to create child sexual abuse material.","As a former federal law enforcement officer, I know that child exploitation and abuse is an epidemic in the United States. That's why I’m backing a bipartisan effort to bring together a coalition of experts to prevent AI from being used to create child sexual abuse material.",2024-07-22 15:59:12.000,2024,"Spanberger, Abigail",House
D,"AI is creating a world of convincing fakes: fake images, audio, videos, and more. Yesterday, I introduced the NO FAKES Act with ⁦
@MarshaBlackburn
⁩ so we can protect every American from unauthorized AI fakes of their image and likeness.","AI is creating a world of convincing fakes: fake images, audio, videos, and more. Yesterday, I introduced the NO FAKES Act with ⁦ @MarshaBlackburn ⁩ so we can protect every American from unauthorized AI fakes of their image and likeness.",2024-08-01 20:44:24.000,2024,"Coons, Christopher ",Senate
D,"LIVE: Join my 
@JudiciaryDems
 IP subcommittee hearing now to explore how AI impacts our copyright laws and can spur or stymie innovation across creative fields. https://twitter.com/i/broadcasts/1mrGmkkVMrNxy…",LIVE: Join my @JudiciaryDems IP subcommittee hearing now to explore how AI impacts our copyright laws and can spur or stymie innovation across creative fields.,2023-07-12 19:03:59.000,2023,"Coons, Christopher ",Senate
R,"Launching a ""deepfake task force"" to wipe out very real videos of President Biden right before an election seems all too similar to 2020.","Launching a ""deepfake task force"" to wipe out very real videos of President Biden right before an election seems all too similar to 2020.",2024-06-21 14:52:40.000,2024,"Burchett, Tim",House
R,"We're lucky to have Sam Ravich on the @CyberSolarium Commission. We would all do well to heed her warning about better defending American data from the Chinese Communist Party and its relentless drive for AI superiority.

https://t.co/zDNHwYFiHG",We're lucky to have Sam Ravich on the @CyberSolarium Commission. We would all do well to heed her warning about better defending American data from the Chinese Communist Party and its relentless drive for AI superiority.,2019-12-04 18:39:46.151,2019,Mike Gallagher R-WI,House
R,"High schools across the country are dealing with students creating non-consensual deepfakes of their classmates.
 
This is a horrific and humiliating experience for the victims.
 
We need a solution to this problem.
 
It’s why I introduced the TAKE IT DOWN Act — legislation that",High schools across the country are dealing with students creating non-consensual deepfakes of their classmates. This is a horrific and humiliating experience for the victims. We need a solution to this problem. It’s why I introduced the TAKE IT DOWN Act — legislation that,2024-07-01 14:42:09.000,2024,"Cruz, Ted",Senate
R,"We cannot afford to fall behind our adversaries and competitors in artificial intelligence. My bill aims to keep the U.S. and Free World on top, and I thank @RepFranklin, @RepConorLamb, and @RepCarbajal for cosponsoring this legislation. 
https://t.co/DRh8mEDykC","We cannot afford to fall behind our adversaries and competitors in artificial intelligence. My bill aims to keep the U.S. and Free World on top, and I thank @RepFranklin, @RepConorLamb, and @RepCarbajal for cosponsoring this legislation.",2022-07-04 17:10:04.395,2022,Don Bacon R-NE,House
D,"AI is helping doctors and medical professionals provide more accurate diagnoses to their patients.

Proud of the work we’re doing on 
@ScienceDems
 to support health experts navigate these new tools to better serve our communities.",AI is helping doctors and medical professionals provide more accurate diagnoses to their patients. Proud of the work we’re doing on @ScienceDems to support health experts navigate these new tools to better serve our communities.,2023-09-24 16:03:00.000,2023,"Caraveo, Yadira",House
R,"As artificial intelligence capabilities advance dramatically, issues of safety and alignment are of the highest importance.

I have introduced the Ensuring Safe and Ethical AI Development Through Safe AI Research Grants Act to catalyze cutting-edge safety research.","As artificial intelligence capabilities advance dramatically, issues of safety and alignment are of the highest importance. I have introduced the Ensuring Safe and Ethical AI Development Through Safe AI Research Grants Act to catalyze cutting-edge safety research.",2024-05-22 01:21:07.000,2024,"Kiley, Kevin",House
D,"So excited to get started with the AI Working Group! 

Artificial Intelligence is a rapidly developing field that will have profound impacts on virtually all our industries and day-to-day life.

It's crucial that lawmakers have a thorough understanding of this technology.",So excited to get started with the AI Working Group! Artificial Intelligence is a rapidly developing field that will have profound impacts on virtually all our industries and day-to-day life. It's crucial that lawmakers have a thorough understanding of this technology.,2023-08-17 17:22:49.000,2023,"Houlahan, Chrissy",House
D,AI-generated content has become so convincing that consumers need help to identify what they’re looking at and engaging with online. Yesterday I introduced the bipartisan Protecting Americans from Deceptive AI Act.,AI-generated content has become so convincing that consumers need help to identify what they’re looking at and engaging with online. Yesterday I introduced the bipartisan Protecting Americans from Deceptive AI Act.,2024-03-23 00:53:12.000,2024,"Eshoo, Anna ",House
D,"The United States needs clear guidelines to safeguard our elections against maligned uses of AI.

I’m proud to introduce a bipartisan bill with 
@RepHoulahan
 to raise our defenses against bad actors and address risks posed by AI in election administration.

http://cyberscoop.com/election-administrators-ai-house-senate-bill/…",The United States needs clear guidelines to safeguard our elections against maligned uses of AI. I’m proud to introduce a bipartisan bill with @RepHoulahan to raise our defenses against bad actors and address risks posed by AI in election administration.,2024-05-13 18:58:31.000,2024,"Spanberger, Abigail",House
R,The United States must remain a global leader in the research and development of emerging technologies such as artificial intelligence (AI). My CREATE AI Act will help ensure that this essential cutting-edge research continues to occur here in the U.S.,The United States must remain a global leader in the research and development of emerging technologies such as artificial intelligence (AI). My CREATE AI Act will help ensure that this essential cutting-edge research continues to occur here in the U.S.,2024-02-27 21:39:27.000,2024,"Obernolte, Jay",House
R,Watch LIVE as the House Financial Services Committee considers resolutions addressing #fintech and #AI https://t.co/GrMgH6bzRG,Watch LIVE as the House Financial Services Committee considers resolutions addressing #fintech and #AI,2019-05-09 14:17:36.344,2019,Denver Riggleman R-VA,House
R,"AI generated deep-fakes don’t just affect celebrities.

Elliston Berry is a high schooler from just outside of Ft. Worth — she was a victim of a deep-fake.

Stories like hers are why I introduced the bipartisan TAKE IT DOWN Act.

We need to federally prosecute the people making",AI generated deep-fakes don’t just affect celebrities. Elliston Berry is a high schooler from just outside of Ft. Worth — she was a victim of a deep-fake. Stories like hers are why I introduced the bipartisan TAKE IT DOWN Act. We need to federally prosecute the people making,2024-06-24 20:35:57.000,2024,"Cruz, Ted",Senate
D,"“Deepfakes and automated trolling pose significant risks, fueling misinformation, damaging reputations & undermining trust.”

With Election Day just around the corner, stay on the lookout for bad actors' deceptive work.

#CybersecurityAwarenessMonth","“Deepfakes and automated trolling pose significant risks, fueling misinformation, damaging reputations & undermining trust.” With Election Day just around the corner, stay on the lookout for bad actors' deceptive work. #CybersecurityAwarenessMonth",2024-10-17 16:49:14.000,2024,"Clarke, Yvette ",House
D,"RT @abigailhingwen: S2E16 Podcast @IntelAI: I loved chatting w/US Congressman @RepRobinKelly on National #AI Strategy--#competitiveness, #i…","S2E16 Podcast @IntelAI: I loved chatting w/US Congressman @RepRobinKelly on National #AI Strategy--#competitiveness, #i…",2021-02-18 22:15:52.034,2021,Robin Kelly D-IL,House
R,RT @USChamberTech: .@QuaadmanT: Timely implementation of OMB’s AI regulatory guidance is a critical step to provide for the development of…,.@QuaadmanT: Timely implementation of OMB’s AI regulatory guidance is a critical step to provide for the development of…,2021-03-26 22:19:59.701,2021,Anthony Gonzalez R-OH,House
R,"If AI chatbots tell our kids to commit suicide, parents should be able to sue. Simple. Stop big government’s protection of Big Tech","If AI chatbots tell our kids to commit suicide, parents should be able to sue. Simple. Stop big government’s protection of Big Tech",2023-12-13 18:10:03.000,2023,"Hawley, Josh",Senate
R,This creative experiment by former IN Governor Mitch Daniels shows that AI or Artie is only as smart as the data it finds - which shows that no one is willing to tell the truth and deal with our serious debt situation.,This creative experiment by former IN Governor Mitch Daniels shows that AI or Artie is only as smart as the data it finds - which shows that no one is willing to tell the truth and deal with our serious debt situation.,2023-06-29 23:39:47.000,2023,"Spartz, Victoria",House
D,"On Thursday, it was great to join Dr. Kimberly Sablon at the U of M along with several Minnesota innovators to discuss the future of AI, autonomy, and our nation’s biggest national security challenges.","On Thursday, it was great to join Dr. Kimberly Sablon at the U of M along with several Minnesota innovators to discuss the future of AI, autonomy, and our nation’s biggest national security challenges.",2024-05-31 16:01:17.000,2024,"McCollum, Betty",House
R,Read more about the No AI FRAUD Act here ,Read more about the No AI FRAUD Act here,2024-02-01 22:11:05.000,2024,"Salazar, Maria ",House
D,"I’m so proud to serve on the Bipartisan Task Force on Artificial Intelligence so we can expand access to the opportunities created by AI, address challenges and risks, and set up the necessary guardrails to prioritize fairness and human rights.","I’m so proud to serve on the Bipartisan Task Force on Artificial Intelligence so we can expand access to the opportunities created by AI, address challenges and risks, and set up the necessary guardrails to prioritize fairness and human rights.",2024-02-20 15:06:59.000,2024,"Jacobs, Sara",House
D,"We can bring Big Tech CEOs to testify as many times as we want, but we need action, not just empty words.

It’s time for us to pass real Section 230 reform, strengthen AI regulation, and protect kids from addictive design. We can’t keep delaying.","We can bring Big Tech CEOs to testify as many times as we want, but we need action, not just empty words. It’s time for us to pass real Section 230 reform, strengthen AI regulation, and protect kids from addictive design. We can’t keep delaying.",2024-01-31 19:00:02.000,2024,"Warner, Mark ",Senate
D,Artificially Intelligence experts told me this week that they don't know how AI will impact the the future of work because they don't have the data. We're facing a fundamental shift in our economy -- and need to study this now. https://t.co/ABCHGXUY0t,Artificially Intelligence experts told me this week that they don't know how AI will impact the the future of work because they don't have the data. We're facing a fundamental shift in our economy -- and need to study this now.,2019-06-28 14:53:53.757,2019,Mikie Sherrill D-NJ,House
R,"We do not need the federal government coming in and heavy-handedly regulating AI.

Right now, Congress needs to tap the breaks and slow down—AI has incredible potential and it currently is transforming the economy.","We do not need the federal government coming in and heavy-handedly regulating AI. Right now, Congress needs to tap the breaks and slow down—AI has incredible potential and it currently is transforming the economy.",2023-09-14 02:02:00.000,2023,"Cruz, Ted",Senate
D,"I questioned 
@CFPB
 Director 
@chopracfpb
 during a 
@FSCDems
 hearing on the need to improve the remittance market, consumer protections, and innovation in the AI space. 

Watch My Remarks","I questioned @CFPB Director @chopracfpb during a @FSCDems hearing on the need to improve the remittance market, consumer protections, and innovation in the AI space. Watch My Remarks",2023-11-30 17:28:23.000,2023,"Torres, Ritchie",House
R,"Artificial intelligence is progressing fast, and so are the companies behind its development. We are living in a highly advanced technological world and more transparency is needed when people use artificial intelligence.

I introduced the AI Labeling Act, so we have more…","Artificial intelligence is progressing fast, and so are the companies behind its development. We are living in a highly advanced technological world and more transparency is needed when people use artificial intelligence. I introduced the AI Labeling Act, so we have more…",2023-11-28 16:31:45.000,2023,"Kean, Thomas",House
D,"AI-generated deepfakes may be fake, but their impacts can be very real.

My legislation to prohibit deepfake pornography is just one of many common-sense steps we must take to ensure deepfakes do not continue to have devastating consequences.","AI-generated deepfakes may be fake, but their impacts can be very real. My legislation to prohibit deepfake pornography is just one of many common-sense steps we must take to ensure deepfakes do not continue to have devastating consequences.",2023-08-30 20:39:00.000,2023,"Morelle, Joe",House
D,".
@RepRoKhanna
, D-Bay Area, hosts AI forum with scholars and labor leaders focused on worker equity, understanding deception and manipulation in AI, and preparing Americans — especially children — for an AI-integrated world.",". @RepRoKhanna , D-Bay Area, hosts AI forum with scholars and labor leaders focused on worker equity, understanding deception and manipulation in AI, and preparing Americans — especially children — for an AI-integrated world.",2024-02-15 16:38:23.000,2024,"Khanna, Ro",House
D,"In his #SOTU, 
@POTUS
 called for action to address the negative impacts of AI and keep our children safe online—and I've authored legislation to do just that.

I'm urging my colleagues to join me in passing my bill to finally make non-consensual, explicit deepfakes illegal.","In his #SOTU, @POTUS called for action to address the negative impacts of AI and keep our children safe online—and I've authored legislation to do just that. I'm urging my colleagues to join me in passing my bill to finally make non-consensual, explicit deepfakes illegal.",2024-03-09 21:39:00.000,2024,"Morelle, Joe",House
D,"Our IP laws must keep up with AI’s rapid advancement. That’s why as Chair of the Judiciary IP Subcommittee, I worked with 
@SenThomTillis
 to hold hearings to explore what is needed to sustain our nation's IP leadership in the face of this new technology.","Our IP laws must keep up with AI’s rapid advancement. That’s why as Chair of the Judiciary IP Subcommittee, I worked with @SenThomTillis to hold hearings to explore what is needed to sustain our nation's IP leadership in the face of this new technology.",2023-07-21 13:34:48.000,2023,"Coons, Christopher ",Senate
D,"Misinformation & disinformation coupled with new generative-AI tools are creating an unprecedented threat that we are ill-prepared for.

Congress needs to get a handle on this before things get out of hand.",Misinformation & disinformation coupled with new generative-AI tools are creating an unprecedented threat that we are ill-prepared for. Congress needs to get a handle on this before things get out of hand.,2024-01-23 21:19:35.000,2024,"Clarke, Yvette ",House
R,"With rapid advancements in technology, it is essential that the United States lead the way in the development of AI. 

Watch","With rapid advancements in technology, it is essential that the United States lead the way in the development of AI. Watch",2024-07-23 17:46:50.000,2024,"Lucas, Frank",House
D,"With the rise of AI, we've got to make sure that decisions affecting workers are made by humans, not algorithms. My No Robot Bosses Act will make sure that's what happens.","With the rise of AI, we've got to make sure that decisions affecting workers are made by humans, not algorithms. My No Robot Bosses Act will make sure that's what happens.",2023-08-29 14:44:32.000,2023,"Casey, Robert Jr.",Senate
D,Shifting resources toward AI should not lead to worker layoffs. AI creates new opportunities to enhance existing roles and enable employees to focus on higher-value tasks. Companies that strike the right balance between AI adoption and workforce development will thrive in this,Shifting resources toward AI should not lead to worker layoffs. AI creates new opportunities to enhance existing roles and enable employees to focus on higher-value tasks. Companies that strike the right balance between AI adoption and workforce development will thrive in this,2024-04-09 21:00:36.000,2024,"Butler, Laphonza",Senate
D,"WATCH: Ranking Member 
@RepSwalwell
 delivers his opening statement during today’s hearing on 
@DHSgov
’s and 
@CISAgov
’s role in securing AI.

 “As we promote advancements in AI, we must remain cognizant that it is a potent dual-use technology.”","WATCH: Ranking Member @RepSwalwell delivers his opening statement during today’s hearing on @DHSgov ’s and @CISAgov ’s role in securing AI. “As we promote advancements in AI, we must remain cognizant that it is a potent dual-use technology.”",2023-12-12 16:04:59.000,2023,"Swalwell, Eric",House
D,"Fake and manipulated content are clear threats to our democracy, but women, particularly Black women, have always been the ones to suffer as the victims of deepfakes and online harassment.

If we want to better defend our democracy, let's start with protecting its backbone.","Fake and manipulated content are clear threats to our democracy, but women, particularly Black women, have always been the ones to suffer as the victims of deepfakes and online harassment. If we want to better defend our democracy, let's start with protecting its backbone.",2024-06-11 19:38:29.000,2024,"Clarke, Yvette ",House
D,"Sen. Ossoff Convenes Hearing on Implications of AI for Human Rights

""It is clear that the Senate must continue and accelerate our study, and get our act together on a national privacy law.""","Sen. Ossoff Convenes Hearing on Implications of AI for Human Rights ""It is clear that the Senate must continue and accelerate our study, and get our act together on a national privacy law.""",2023-06-23 17:24:22.000,2023,"Ossoff, Jon",Senate
R,My legislation with @SenRobPortman to direct @DHSgov to study the manipulative implications of deepfakes &amp; their potential threat to our national security advanced through the Homeland Security and Governmental Affairs Committee this week. Watch to learn more ⬇️ https://t.co/vm9ljSmAb8,My legislation with @SenRobPortman to direct @DHSgov to study the manipulative implications of deepfakes &amp; their potential threat to our national security advanced through the Homeland Security and Governmental Affairs Committee this week. Watch to learn more ⬇️,2019-07-26 19:11:37.720,2019,Cory Gardner R-CO,Senate
R,"“In so many ways, the #FutureofDefense Task Force report is a wake up call...we need greater innovation in artificial intelligence...the barriers at the Pentagon are preventing the innovation that’s happening in #China and elsewhere.” -@RepJimBanks @BrookingsFP","“In so many ways, the #FutureofDefense Task Force report is a wake up call...we need greater innovation in artificial intelligence...the barriers at the Pentagon are preventing the innovation that’s happening in #China and elsewhere.” -@RepJimBanks @BrookingsFP",2020-09-30 15:16:54.528,2020,Jim Banks R-IN,House
D,"Artificial intelligence: what is it; how will it affect us; what are our policy choices to maximize its opportunities and minimize its risks? By constituent request, I’m discussing all of this in a live webinar on Friday, June 7 starting at 9 AM Hawaiʻi Time… (1/3)","Artificial intelligence: what is it; how will it affect us; what are our policy choices to maximize its opportunities and minimize its risks? By constituent request, I’m discussing all of this in a live webinar on Friday, June 7 starting at 9 AM Hawaiʻi Time… (1/3)",2024-06-01 18:28:32.000,2024,"Case, Ed",House
R,"We cannot afford to fall behind in “artificial intelligence” technologies. We need a national strategy to ensure America and the free world prevails. 
https://t.co/WcGHrwsKCD",We cannot afford to fall behind in “artificial intelligence” technologies. We need a national strategy to ensure America and the free world prevails.,2022-06-16 13:05:03.647,2022,Don Bacon R-NE,House
D,"We must hold threat actors, both foreign and domestic, accountable for seeking to use AI-tools to influence our elections. 

I applaud the 
@FCC
 for imposing fines and ensuring trust in our communications networks.","We must hold threat actors, both foreign and domestic, accountable for seeking to use AI-tools to influence our elections. I applaud the @FCC for imposing fines and ensuring trust in our communications networks.",2024-08-22 15:21:49.000,2024,"Clarke, Yvette ",House
D,"In case you missed it, from CNBC:

""In Congress and in class: Rep. Don Beyer works toward master’s degree in AI""","In case you missed it, from CNBC: ""In Congress and in class: Rep. Don Beyer works toward master’s degree in AI""",2024-01-14 15:51:00.000,2024,"Beyer, Don",House
R,"If somebody uses AI to deepfake your image, you should be able to sue them. If a tech company posts it, you should be able to sue them too. It’s time to start protecting normal people from these greedy tech companies","If somebody uses AI to deepfake your image, you should be able to sue them. If a tech company posts it, you should be able to sue them too. It’s time to start protecting normal people from these greedy tech companies",2024-01-30 23:24:25.000,2024,"Hawley, Josh",Senate
R,The U.S. should take a global leadership role in developing AI. Doing so will help put our country on a stronger footing as we recover from the coronavirus pandemic and rebuild towards a better future. That's why I joined @HurdOnTheHill's resolution as an original cosponsor.,The U.S. should take a global leadership role in developing AI. Doing so will help put our country on a stronger footing as we recover from the coronavirus pandemic and rebuild towards a better future. That's why I joined @HurdOnTheHill's resolution as an original cosponsor.,2020-09-18 14:44:05.190,2020,Michael Cloud R-TX,House
R,"Deepfakes can be used to manipulate reality and spread misinformation quickly. My legislation that recently passed the Senate would help educate policymakers and the public on these realistic-looking digital forgeries. Read more from @DailySentinelGJ ⬇
https://t.co/N6VIAiXHHy",Deepfakes can be used to manipulate reality and spread misinformation quickly. My legislation that recently passed the Senate would help educate policymakers and the public on these realistic-looking digital forgeries. Read more from @DailySentinelGJ ⬇,2019-10-30 00:22:19.673,2019,Cory Gardner R-CO,Senate
D,AI is making it harder for people to know whether or not the content they see and read online is real or not. We can’t leave it to big tech companies to police themselves—we need to pass the AI Labeling Act to protect people from scams and misinformation.,AI is making it harder for people to know whether or not the content they see and read online is real or not. We can’t leave it to big tech companies to police themselves—we need to pass the AI Labeling Act to protect people from scams and misinformation.,2023-11-15 18:58:14.000,2023,"Schatz, Brian",Senate
D,"If the international community doesn’t take immediate steps to manage artificial intelligence, it will surely manage us.","If the international community doesn’t take immediate steps to manage artificial intelligence, it will surely manage us.",2023-06-02 01:59:42.000,2023,"Phillips, Dean",House
D, Promote a national strategy for U.S. global leadership in innovative technologies like artificial intelligence and cybersecurity and regularly review our progress.,Promote a national strategy for U.S. global leadership in innovative technologies like artificial intelligence and cybersecurity and regularly review our progress.,2022-07-27 17:18:31.096,2022,Catherine Masto D-NV,Senate
D,"This is the direction social media companies should be taking.  

Americans deserve transparency. It's why I introduced legislation last year, The DEEPFAKES Accountability Act, to require malicious #deepfakes to be labeled w/ a watermark and disclaimer.  
https://t.co/aMscuHx0mA","This is the direction social media companies should be taking. Americans deserve transparency. It's why I introduced legislation last year, The DEEPFAKES Accountability Act, to require malicious #deepfakes to be labeled w/ a watermark and disclaimer.",2020-01-08 19:54:53.432,2020,Yvette Clarke D-NY,House
D,"At #TheMessengerAI summit, when 
@benjaminopowers
 asks 
@RepDonBeyer
 what he'd ask NIST's director about her agency's AI work, Beyer says he wants to know ""how she does it with two people"" — a reference to an issue that I wrote about recently:","At #TheMessengerAI summit, when @benjaminopowers asks @RepDonBeyer what he'd ask NIST's director about her agency's AI work, Beyer says he wants to know ""how she does it with two people"" — a reference to an issue that I wrote about recently:",2023-12-05 15:42:44.000,2023,"Beyer, Don",House
R,"RT @housebudgetGOP: At today’s hearing on artificial intelligence, Ranking Member @rep_stevewomack reiterated the critical need for the Com…","At today’s hearing on artificial intelligence, Ranking Member @rep_stevewomack reiterated the critical need for the Com…",2020-09-10 17:52:29.884,2020,Steve Womack R-AR,House
D,"Today’s 
@HouseIntel
 committee hearing makes it clear: the more we strengthen and diversify our workforce—across sectors, but especially the intelligence community—the better our capability to tackle world threats, including AI, Biotechnology, and cybersecurity.","Today’s @HouseIntel committee hearing makes it clear: the more we strengthen and diversify our workforce—across sectors, but especially the intelligence community—the better our capability to tackle world threats, including AI, Biotechnology, and cybersecurity.",2024-05-15 16:48:46.000,2024,"Carson, André",House
D,"Yesterday I joined @POLITICOLive for a fascinating discussion about federal data strategy and the development of artificial intelligence. #POLITICOTech
Watch: https://t.co/Ia9Lbc8cJr",Yesterday I joined @POLITICOLive for a fascinating discussion about federal data strategy and the development of artificial intelligence. #POLITICOTech Watch:,2019-07-25 21:14:34.200,2019,Haley Stevens D-MI,House
D,Mankind has yet to tap into the full potential of Artificial Intelligence. That is why I joined my colleagues @HurdOnTheHill &amp; @RepRobinKelly in introducing a resolution calling for a national artificial intelligence (AI) strategy. Read more here: https://t.co/iRvKA46uBq,Mankind has yet to tap into the full potential of Artificial Intelligence. That is why I joined my colleagues @HurdOnTheHill &amp; @RepRobinKelly in introducing a resolution calling for a national artificial intelligence (AI) strategy. Read more here:,2020-09-16 16:54:33.330,2020,Marc Veasey D-TX,House
R,"The further development of Artificial Intelligence (AI) is critical to the health of our economy and the strength of our national security. 

As Co-Chair of the House AI Caucus, I am collaborating with my colleagues to advance support for AI research.  https://t.co/PS7j53i2X6","The further development of Artificial Intelligence (AI) is critical to the health of our economy and the strength of our national security. As Co-Chair of the House AI Caucus, I am collaborating with my colleagues to advance support for AI research.",2021-04-21 18:33:00.308,2021,Anthony Gonzalez R-OH,House
R,"""As more data becomes available, more sophisticated approaches based on machine learning and artificial intelligence can be deployed to protect the vulnerable.""","""As more data becomes available, more sophisticated approaches based on machine learning and artificial intelligence can be deployed to protect the vulnerable.""",2020-04-27 21:49:04.940,2020,Bill Cassidy R-LA,Senate
D,Experts and lawmakers agree—generative AI comes with both transformative potential benefits and substantial risks. Congress needs to enact strong regulations to ensure these products are safe for all Americans to use.,Experts and lawmakers agree—generative AI comes with both transformative potential benefits and substantial risks. Congress needs to enact strong regulations to ensure these products are safe for all Americans to use.,2023-05-17 20:45:14.000,2023,"Coons, Christopher ",Senate
